userId,reactTime,category,type,hasAtt,realId,emailCode
4,11.8132990938611,University Phishing Emails,Type,0,Scam,048
2,23.1820191279985,University Phishing Emails,Type,0,Scam,056
2,18.9290393937845,University Phishing Emails,Type,0,Scam,102
1,17.177889703773,Security,Authority,1,Safe,000433aS
3,13.3694920064881,Ideological,Authority,1,Scam,023234
2,16.1112043829635,Ideological,Scarcity,1,Scam,008674e
1,10.755529492395,Finance and Banking,Type,0,Safe,003S
1,19.6461882288568,University Phishing Emails,Type,0,Scam,092
3,12.2244213845115,Legal,Liking,0,Safe,005162aS 
4,10.9206809895113,University Phishing Emails,Type,1,Scam,088
2,25.1823872537352,Ideological,Social Proof,0,Scam,008754e
3,9.01560449344106,Financial,Liking,0,Scam,009261g 
2,21.8978128770832,Legal,Perceptual Contrast,0,Scam,020812
4,23.3833673347253,Health,Perceptual Contrast,1,Safe,004816aS
4,12.2754873284139,General,Type,0,Safe,039S
3,7.75715447124094,Security,Social Proof,0,Scam,002253c
4,17.5271963179111,Job Offer,Type,0,Scam,028
2,23.7902255852241,Legal,Perceptual Contrast,0,Scam,005912b
1,17.0205839471892,Finance and Banking,Type,0,Safe,033S
3,11.604880096158,Ideological,Commitment/Consistency,1,Scam,003144c 
3,34.8170898291282,University Phishing Emails,Type,0,Scam,125
2,8.86523689702153,Legal,Reciprocation,0,Safe,008322dS
4,27.0724741220474,Finance and Banking,Type,0,Scam,016
1,39.1353525009472,Finance and Banking,Type,0,Safe,008S
1,17.5230539944023,Health,Authority,0,Scam,001536b 
1,5.02207100298256,Legal,Scarcity,1,Safe,026272S
4,22.3471560720354,Finance and Banking,Type,0,Scam,135
1,16.818502135342,University Phishing Emails,Type,0,Scam,114
4,19.1478724121116,Finance and Banking,Type,0,Scam,020
1,21.5941594694741,University Phishing Emails,Type,0,Scam,045
3,10.6158038040157,University Phishing Emails,Type,0,Scam,091
3,9.14844031143002,Social,Social Proof,0,Scam,028455
4,26.2358617249411,Ideological,Commitment/Consistency,1,Scam,004344e 
1,12.9683206854388,Finance and Banking,Type,0,Safe,004S
2,13.6943614259362,Health,Reciprocation,0,Safe,015626aS
1,9.9639852035325,University Phishing Emails,Type,0,Scam,132
2,19.1950599716511,General,Type,0,Safe,029S
1,15.2463157665916,Ideological,Perceptual Contrast,1,Safe,027314S
1,12.1793767595664,Finance and Banking,Type,0,Scam,019
3,27.5889696583617,Finance and Banking,Type,0,Scam,008
2,10.0808493944351,Financial,Scarcity,0,Scam,005671f 
1,14.3079614371527,General,Type,0,Safe,015S
4,12.2760105759371,Social,Authority,1,Scam,002135d
