userId,reactTime,category,type,hasAtt,realId,emailCode
1,20.2063972333272,Job Offer,Type,0,Safe,036S
4,10.1926883091801,Health,Reciprocation,1,Safe,015626aS
4,38.9714284958027,General,Type,1,Safe,021S
1,16.7286054391006,Social,Authority,0,Scam,009735a
1,18.9559249223967,General,Type,0,Safe,013S
4,26.3210199534951,University Phishing Emails,Type,1,Scam,131
1,10.4661914010358,Finance and Banking,Type,0,Safe,004S
1,16.1987863460963,University Emails,Type,0,Safe,035S
4,41.4985407312051,Security,Liking,0,Scam,001963c
4,21.3635749042733,Financial,Commitment/Consistency,0,Scam,005441j 
4,45.9982549632259,University Phishing Emails,Type,0,Scam,039
1,18.5900959571882,University Phishing Emails,Type,0,Scam,092
2,42.1496600552055,University Phishing Emails,Type,0,Scam,100
4,20.9625958182733,Ideological,Social Proof,0,Scam,008754e
4,27.0392130532418,Financial,Perceptual Contrast,0,Safe,020111S
4,27.5350727252953,Health,Liking,0,Safe,006666aS 
1,22.1098771197721,Legal,Authority,0,Safe,017432dS 
1,38.7419488845917,Finance and Banking,Type,0,Scam,019
4,7.22240883868653,University Phishing Emails,Type,0,Scam,072
4,6.31304424905102,University Phishing Emails,Type,0,Scam,097
3,23.8610744345933,Finance and Banking,Type,1,Scam,001
4,27.2414646666439,Financial,Perceptual Contrast,1,Scam,020111
4,17.374422841327,Financial,Liking,0,Safe,009261gS 
4,36.0705621955567,Ideological,Scarcity,1,Safe,008674eS
4,21.0355642197246,Social,Authority,1,Scam,002135d
2,51.35835600071,General,Type,0,Scam,026
4,38.282387366402,Security,Scarcity,0,Scam,025573
4,17.878474859026,University Phishing Emails,Type,1,Scam,046
4,20.1138352045091,General,Type,0,Safe,024S
1,23.831848707021,University Phishing Emails,Type,0,Scam,068
1,22.355090506433,Legal,Authority,1,Safe,012032bS 
4,21.0851595140994,Health,Commitment/Consistency,0,Scam,007546c
4,6.21561655760161,University Phishing Emails,Type,0,Scam,061
1,14.2439641440578,Finance and Banking,Type,0,Safe,016S
4,24.543807500886,Health,Scarcity,0,Safe,007876cS 
1,24.2712457234156,Ideological,Perceptual Contrast,1,Safe,027314S
4,7.28481573259342,Finance and Banking,Type,0,Scam,137
1,6.32738821313251,General,Type,0,Safe,031S
1,26.1072979316232,Health,Liking,0,Scam,007466c
4,10.9133736098593,Security,Commitment/Consistency,1,Safe,021143S
4,10.258105358429,Health,Liking,1,Scam,006666a 
