userId,reactTime,category,type,hasAtt,realId,emailCode
2,14.6820990932174,Security,Authority,1,Safe,000433aS
3,16.3818274487276,Financial,Perceptual Contrast,1,Scam,009411d 
3,9.16500382497907,University Phishing Emails,Type,1,Scam,103
3,8.89519583503716,General,Type,0,Safe,018S
4,6.4764958047308,Ideological,Liking,0,Scam,019364c 
3,6.99504570802674,Finance and Banking,Type,0,Safe,011S
2,15.3465011201333,Health,Reciprocation,1,Safe,004926aS
3,6.70225494867191,Security,Commitment/Consistency,0,Safe,006943bS
1,6.4569012306165,University Emails,Type,0,Safe,040S
3,13.4132770663127,Legal,Liking,0,Scam,005162a 
2,14.5667661891785,Ideological,Scarcity,0,Scam,008674e
1,7.02175138960592,Finance and Banking,Type,0,Safe,032S
2,6.64770779223181,Finance and Banking,Type,0,Scam,004
1,4.21946201007813,University Phishing Emails,Type,1,Scam,116
2,9.40287301968783,Legal,Perceptual Contrast,0,Scam,020812
3,8.21783637767658,General,Type,0,Scam,024
1,3.84149341192096,Finance and Banking,Type,0,Safe,004S
1,2.5114708780311,Finance and Banking,Type,0,Scam,009
1,9.16060552257113,Social,Scarcity,0,Safe,025275S
2,9.83614486665465,Finance and Banking,Type,0,Safe,033S
1,3.01145913638175,Finance and Banking,Type,0,Safe,008S
2,12.9155494784936,Financial,Social Proof,0,Scam,004051l 
3,13.2568713971414,Lottery and Sweepstakes,Type,0,Scam,034
3,2.35458330740221,Job Offer,Type,0,Safe,038S
2,12.1249930954073,University Phishing Emails,Type,0,Scam,126
1,2.21756747877225,Job Offer,Type,0,Safe,036S
2,5.13215315411799,Health,Social Proof,0,Safe,007156cS
2,7.75904855364934,University Phishing Emails,Type,0,Scam,068
3,1.48889691499062,Ideological,Commitment/Consistency,1,Scam,004344e 
1,7.77182506397367,University Phishing Emails,Type,0,Scam,099
1,6.92751102312468,General,Type,0,Safe,005S
2,8.20854497142136,University Phishing Emails,Type,0,Scam,073
3,8.07101515843533,University Phishing Emails,Type,0,Scam,132
3,1.73074866062962,Social,Commitment/Consistency,0,Scam,029045
2,10.5571552792098,Ideological,Perceptual Contrast,1,Scam,027314
3,3.88630992732942,Financial,Perceptual Contrast,1,Safe,020111S
2,6.85549832507968,Ideological,Scarcity,0,Safe,010174aS 
