userId,reactTime,category,type,hasAtt,realId,emailCode
4,49.0727308028145,University Phishing Emails,Type,0,Scam,040
4,9.54523576970678,University Phishing Emails,Type,0,Scam,058
4,10.3946697086794,University Phishing Emails,Type,1,Scam,098
4,13.1621601508232,University Phishing Emails,Type,1,Scam,123
4,10.5598099117633,Legal,Reciprocation,0,Scam,008322d
1,7.51009232213255,Ideological,Liking,0,Safe,019364cS
4,23.4025564283365,Job Offer,Type,0,Scam,031
1,19.5691271225223,Finance and Banking,Type,0,Safe,022S
4,10.8951421842212,Ideological,Reciprocation,1,Safe,010224bS
4,0.0261844384949654,Financial,Perceptual Contrast,1,Safe,020111S
1,0.0274465782567859,Job Offer,Type,0,Scam,032
1,4.71402083127759,General,Type,0,Safe,009S
4,25.3057087017223,Finance and Banking,Type,0,Scam,023
4,9.87583204149269,Lottery and Sweepstakes,Type,0,Scam,136
1,18.8007803702494,Finance and Banking,Type,0,Safe,003S
4,12.6206330741988,Ideological,Commitment/Consistency,1,Scam,004344e 
1,22.3445208218182,Finance and Banking,Type,0,Safe,032S
2,19.5553990375483,University Phishing Emails,Type,1,Scam,065
2,13.5349001814611,Job Offer,Type,0,Safe,038S
2,10.7145791362273,Ideological,Perceptual Contrast,0,Safe,027314S
1,23.5459273668239,Financial,Authority,0,Safe,003331kS
1,7.22899832203984,Finance and Banking,Type,0,Safe,033S
1,15.9501477953745,University Emails,Type,0,Safe,035S
1,11.5413808854064,Security,Reciprocation,0,Safe,006823bS
4,20.7062640960794,Security,Liking,1,Scam,001963c
4,10.6177664691349,Lottery and Sweepstakes,Type,0,Scam,035
1,7.47226418135688,Legal,Social Proof,0,Safe,025152S
4,8.79321447736584,Legal,Reciprocation,1,Scam,021022
2,13.076847971417,Social,Scarcity,1,Scam,025275
2,22.8693761436734,Social,Liking,1,Scam,001465a 
4,18.7805084080901,Finance and Banking,Type,0,Scam,011
3,16.1881921137683,Legal,Perceptual Contrast,0,Scam,005912b
4,8.34902463655453,Financial,Scarcity,1,Scam,005671f 
3,9.53106216527522,University Phishing Emails,Type,1,Scam,120
3,9.62246542598587,Security,Reciprocation,1,Scam,026823
1,17.6138881015358,Social,Commitment/Consistency,0,Scam,029045
3,8.68712032039184,Health,Reciprocation,1,Scam,004926a
2,20.0212582567474,Ideological,Authority,0,Scam,023334
2,21.5007638657698,General,Type,0,Safe,010S
3,10.5193347835448,Security,Scarcity,1,Safe,025573S
2,10.3163485794794,Financial,Authority,0,Scam,003631g 
1,9.46417372010183,Financial,Reciprocation,0,Safe,014621bS 
4,19.6778097245842,University Phishing Emails,Type,0,Scam,042
4,8.53991235804278,Phishing Emails,Type,0,Scam,037
2,5.40631804137956,Health,Social Proof,0,Safe,001856cS
1,5.73368752177339,General,Type,0,Safe,025S
1,8.95931616891176,Finance and Banking,Type,0,Scam,002
1,13.2091497193323,Security,Commitment/Consistency,0,Safe,006943bS
2,0.56598731840495,Security,Commitment/Consistency,1,Scam,006943b
1,8.56237057351973,Security,Social Proof,0,Safe,002253cS
4,11.7708128199447,General,Type,1,Safe,019S
1,4.83456476847641,Financial,Social Proof,1,Safe,004051lS 
1,3.70141663274262,Social,Commitment/Consistency,1,Scam,029145
1,1.84281365876086,Ideological,Social Proof,0,Scam,008754e
4,2.5619945115177,University Phishing Emails,Type,1,Scam,074
1,11.6933370862389,Job Offer,Type,0,Safe,036S
3,12.7425019935472,General,Type,0,Safe,026S
4,7.77844188583549,Legal,Perceptual Contrast,0,Scam,020812
2,7.10291863197926,Finance and Banking,Type,0,Safe,006S
