userId,reactTime,category,type,hasAtt,realId,emailCode
1,23.7241179492081,General,Type,1,Safe,010S
1,32.8380760042296,University Phishing Emails,Type,0,Scam,099
4,30.7208461760573,Financial,Perceptual Contrast,1,Scam,020111
1,16.1035153039405,Security,Authority,0,Scam,000433a
4,12.9245858273216,Finance and Banking,Type,0,Scam,007
2,29.3851507406966,General,Type,0,Safe,030S
2,21.2961430980702,Health,Perceptual Contrast,0,Safe,007616cS
3,27.097173514778,Ideological,Social Proof,1,Scam,008754e
3,8.52823822689197,Financial,Reciprocation,1,Safe,014621bS 
3,11.8363283243539,Legal,Commitment/Consistency,0,Safe,024242S
1,15.4069795401724,General,Type,0,Safe,009S
4,15.6978074952447,University Phishing Emails,Type,0,Scam,047
3,16.3153927136568,Finance and Banking,Type,0,Safe,011S
1,15.1652215673753,University Phishing Emails,Type,0,Scam,111
4,5.57959732582481,Legal,Social Proof,0,Safe,025152S
2,13.3077960612377,Social,Social Proof,0,Safe,028455S
1,11.7193855866685,Finance and Banking,Type,0,Safe,032S
4,8.90689371070084,Lottery and Sweepstakes,Type,0,Scam,034
3,8.37677517342013,Health,Liking,1,Safe,006666aS 
1,8.1153825927247,Financial,Liking,0,Safe,009861aS 
4,9.67461501595699,University Phishing Emails,Type,0,Scam,085
1,14.9441159184069,University Phishing Emails,Type,0,Scam,043
3,12.384207443383,Legal,Commitment/Consistency,0,Scam,024142
3,5.9563582770204,Financial,Liking,1,Safe,009261gS 
2,10.7856766984066,General,Type,1,Safe,019S
3,11.6731911397526,Legal,Scarcity,0,Safe,026172S
2,7.20037659127661,Health,Scarcity,1,Safe,011076dS 
4,7.89630113013777,Security,Reciprocation,1,Scam,006823b
4,17.6817281127405,General,Type,0,Safe,031S
4,27.4504962398753,Financial,Perceptual Contrast,1,Scam,009411d 
1,22.7470511209594,University Phishing Emails,Type,1,Scam,084
1,10.5800947729356,University Phishing Emails,Type,0,Scam,052
1,6.47617198572357,General,Type,0,Safe,024S
3,17.1084411548843,Ideological,Scarcity,0,Scam,008674e
2,23.6000300320463,Financial,Authority,1,Scam,003331k
1,17.925155047054,Finance and Banking,Type,0,Safe,006S
4,6.69502886946202,Security,Commitment/Consistency,0,Scam,006943b
1,5.29855955325024,General,Type,0,Safe,005S
1,14.5185624836899,Finance and Banking,Type,0,Scam,013
1,19.5037323417025,Health,Reciprocation,1,Safe,015626aS
1,13.7086312696445,Financial,Perceptual Contrast,1,Safe,020111S
2,9.47354947366171,Health,Commitment/Consistency,0,Scam,022046c
3,7.93111482064955,Job Offer,Type,0,Safe,036S
1,8.85007691577493,General,Type,1,Safe,026S
1,27.022529988222,Ideological,Reciprocation,0,Safe,010224bS
1,8.49157002444576,Health,Liking,1,Scam,007466c
2,7.65206352902351,Social,Scarcity,0,Scam,025175
3,9.86328870090574,Ideological,Liking,1,Safe,019364cS
3,28.2320124414698,University Phishing Emails,Type,1,Scam,053
2,8.0361462798794,University Phishing Emails,Type,1,Scam,050
4,11.2759733376286,Job Offer,Type,0,Scam,027
1,16.3816438047163,Finance and Banking,Type,0,Scam,012
4,32.9736806158026,General,Type,0,Safe,017S
2,7.35535551096314,Ideological,Scarcity,1,Safe,010174aS 
1,24.1706081522452,Finance and Banking,Type,0,Safe,033S
2,13.5063746987287,Social,Liking,1,Safe,001465aS
2,13.0597627799091,Ideological,Authority,1,Safe,023234S
4,14.0018690649085,University Phishing Emails,Type,0,Scam,041
1,9.05426605548587,Social,Scarcity,1,Safe,025275S
1,10.2117742159005,General,Type,0,Safe,002S
